"line_value","X","Y","distance_to_grid"
1,102.2869206,6.0609529,435180.755226141
1,102.2969206,6.0609529,435979.306850584
1,102.3669206,6.0609529,441606.590929286
1,116.1269206,6.0609529,287490.845775118
1,116.1369206,6.0609529,287191.578485515
1,116.1769206,6.0609529,286034.29606359
1,116.1869206,6.0609529,285754.982567337
1,116.1969206,6.0609529,285479.695665772
1,125.0769206,6.0609529,488970.211289205
1,100.3669206,6.0509529,306978.557637801
1,100.3969206,6.0509529,309960.928065631
1,100.5269206,6.0509529,322960.854210706
1,101.2169206,6.0509529,358412.916971619
1,101.9169206,6.0509529,405832.295116111
1,102.1069206,6.0509529,420251.395520297
1,102.2169206,6.0509529,428850.214368726
1,102.2269206,6.0509529,429640.539343176
1,102.3669206,6.0509529,440848.80077011
1,116.1369206,6.0509529,286120.725870774
1,116.1869206,6.0509529,284678.702955111
1,116.1969206,6.0509529,284402.36984991
1,125.0769206,6.0509529,487858.260546311
1,100.3669206,6.0409529,306490.922965711
1,100.5369206,6.0409529,322652.117316551
1,101.2169206,6.0409529,357481.005363806
1,101.2269206,6.0409529,358086.236768798
1,101.9169206,6.0409529,405010.048758091
1,102.1069206,6.0409529,419457.638923169
1,102.1169206,6.0409529,420233.499410448
1,102.1969206,6.0409529,426493.223311189
1,102.2069206,6.0409529,427282.172841881
1,102.2169206,6.0409529,428072.536799227
1,102.3769206,6.0409529,440904.473505206
1,116.1269206,6.0409529,285351.710510956
1,116.1869206,6.0409529,283602.698393631
1,116.1969206,6.0409529,283325.311407354
1,125.0669206,6.0409529,486746.801932317
1,125.0769206,6.0409529,486746.309804644
1,100.3769206,6.0309529,307003.082678923
1,100.5369206,6.0309529,321619.866554365
1,101.2169206,6.0309529,356550.124716437
1,101.9169206,6.0309529,404189.186876426
1,101.9269206,6.0309529,404936.699447996
1,102.1169206,6.0309529,419442.666882119
1,102.1269206,6.0309529,420221.489334115
1,102.1369206,6.0309529,421001.787727862
1,102.1569206,6.0309529,422566.779619379
1,102.1669206,6.0309529,423351.456869569
1,102.1769206,6.0309529,424137.577566068
1,102.1869206,6.0309529,424925.133697501
1,102.2069206,6.0309529,426504.520443026
1,102.3769206,6.0309529,440151.100760313
1,102.3869206,6.0309529,440965.750936803
1,116.1869206,6.0309529,282526.97202549
1,125.0669206,6.0309529,485634.852325614
1,125.0769206,6.0309529,485634.359064211
1,100.3769206,6.0209529,306523.566721461
1,100.5369206,6.0209529,320588.14840045
1,100.6069206,6.0209529,323559.88157526
1,101.2069206,6.0209529,355014.287477294
1,101.2169206,6.0209529,355620.283125523
1,101.9169206,6.0209529,403369.717923404
1,102.1369206,6.0209529,420215.365886176
1,102.1469206,6.0209529,420998.604655899
1,102.2069206,6.0209529,425728.349616255
1,102.3769206,6.0209529,439399.247816395
1,102.3869206,6.0209529,440215.302159753
1,116.1769206,6.0209529,281735.125134939
1,125.0769206,6.0209529,484522.408325022
1,100.3769206,6.0109529,306047.336945038
1,100.3869206,6.0109529,307047.762960448
1,100.5369206,6.0109529,319556.968013529
1,100.6169206,6.0109529,322977.108074872
1,101.1969206,6.0109529,353478.728834618
1,102.1969206,6.0109529,424160.350475209
1,102.3869206,6.0109529,439466.382940494
1,116.1769206,6.0109529,280661.055712598
1,125.0769206,6.0109529,483410.457587084
1,100.3869206,6.0009529,306576.395182327
1,100.5369206,6.0009529,318526.330616421
1,100.6169206,6.0009529,321957.472732469
1,100.6269206,6.0009529,322400.938479702
1,101.1969206,6.0009529,352547.779474602
1,101.9869206,6.0009529,407033.907672786
1,101.9969206,6.0009529,407797.319974298
1,102.1969206,6.0009529,423385.705980544
1,102.3869206,6.0009529,438719.001112178
1,102.3969206,6.0009529,439539.137852702
1,116.1769206,6.0009529,279587.282284379
1,125.0769206,6.0009529,482298.506850406
1,100.3869206,5.9909529,306108.338221469
1,100.5369206,5.9909529,317496.241496991
1,100.6269206,5.9909529,321383.328820831
1,101.9869206,5.9909529,406229.385522025
1,102.1869206,5.9909529,421817.730342698
1,102.1969206,5.9909529,422612.565045817
1,102.3969206,5.9909529,438794.708148369
1,102.4069206,5.9909529,439617.509843966
1,116.1669206,5.9909529,278804.81162843
1,116.1769206,5.9909529,278513.808273782
1,125.0769206,5.9909529,481186.556114997
1,125.0869206,5.9909529,481188.615135395
1,100.3869206,5.9809529,305643.607288254
1,100.3969206,5.9809529,306649.398084037
1,100.5369206,5.9809529,316466.706009123
1,101.9869206,5.9809529,405426.31463365
1,102.1869206,5.9809529,421044.632127077
1,102.4069206,5.9809529,438876.040765276
1,116.1369206,5.9809529,278633.766589745
1,116.1669206,5.9809529,277732.76959053
1,116.1769206,5.9809529,277440.637156331
1,125.0869206,5.9809529,480076.669199063
1,100.3969206,5.9709529,306189.541188594
1,100.5369206,5.9709529,315437.7295737
1,101.9969206,5.9709529,405392.688812616
1,102.1869206,5.9709529,420273.05155205
1,102.4069206,5.9709529,438136.136432124
1,102.4169206,5.9709529,438962.995916621
1,116.1169206,5.9709529,278188.958898076
1,116.1269206,5.9709529,277875.211524362
1,116.1369206,5.9709529,277565.53261517
1,116.1769206,5.9709529,276367.772460546
1,125.0869206,5.9709529,478964.723286252
1,100.3969206,5.9609529,305733.034215284
1,100.5369206,5.9609529,314409.317679605
1,102.0069206,5.9609529,405365.161910346
1,102.1869206,5.9609529,419502.996991698
1,102.4169206,5.9609529,438226.070276221
1,116.1069206,5.9609529,277442.509271302
1,116.1169206,5.9609529,277123.481667218
1,116.1369206,5.9609529,276497.643130856
1,116.1469206,5.9609529,276190.859881251
1,116.1569206,5.9609529,275888.185566516
1,116.1669206,5.9609529,275589.633724987
1,116.1769206,5.9609529,275295.217768932
1,116.7269206,5.9609529,265590.492279439
1,116.7369206,5.9609529,265529.511624698
1,116.7669206,5.9609529,265374.24501178
1,125.0869206,5.9609529,477852.777397126
1,125.0969206,5.9609529,477857.425669876
1,100.3969206,5.9509529,305279.892192253
1,100.4069206,5.9509529,306290.929944514
1,100.5469206,5.9509529,313805.788730707
1,102.0169206,5.9509529,405343.735263802
1,102.0269206,5.9509529,406119.4565439
1,102.1869206,5.9509529,418734.476865077
1,102.4169206,5.9509529,437490.727026396
1,102.4269206,5.9509529,438321.631611475
1,116.0669206,5.9509529,277700.201663507
1,116.0969206,5.9509529,276702.961394257
1,116.1069206,5.9509529,276378.632901856
1,116.1369206,5.9509529,275430.102143747
1,116.1469206,5.9509529,275122.123637547
1,116.7169206,5.9509529,264546.235313764
1,116.7269206,5.9509529,264480.37092523
1,116.7369206,5.9509529,264419.133285939
1,116.7469206,5.9509529,264362.525611161
1,116.7569206,5.9509529,264310.55087572
1,116.7669206,5.9509529,264263.211813219
1,125.0969206,5.9509529,476745.490710605
1,100.4069206,5.9409529,305842.671916313
1,100.5469206,5.9409529,312779.922851003
1,102.0269206,5.9409529,405328.409934468
1,102.0369206,5.9409529,406107.19664949
1,102.1769206,5.9409529,417166.695903199
1,102.1869206,5.9409529,417967.499636329
1,102.4269206,5.9409529,437589.284937965
1,116.0669206,5.9409529,276641.806426112
1,116.0769206,5.9409529,276304.070903908
1,116.0969206,5.9409529,275640.721202761
1,116.1369206,5.9409529,274362.913721831
1,116.1469206,5.9409529,274053.731045941
1,116.7069206,5.9409529,263507.193655564
1,116.7169206,5.9409529,263436.407979524
1,116.7569206,5.9409529,263199.726004577
1,116.7769206,5.9409529,263109.304477174
1,116.7869206,5.9409529,263071.082623495
1,125.0969206,5.9409529,475633.555826249
1,100.4069206,5.9309529,305397.801957046
1,100.5469206,5.9309529,311754.646813539
1,102.0369206,5.9309529,405319.186708121
1,102.0469206,5.9309529,406101.027396095
1,102.1769206,5.9309529,416399.785582955
1,102.4269206,5.9309529,436858.538328345
1,102.4369206,5.9309529,437693.474792895
1,116.0769206,5.9309529,275244.793664399
1,116.0869206,5.9309529,274909.802622519
1,116.0969206,5.9309529,274578.874388945
1,116.1169206,5.9309529,273929.265064552
1,116.1269206,5.9309529,273610.613051173
1,116.1369206,5.9309529,273296.081995285
1,116.1469206,5.9309529,272985.68614132
1,116.1569206,5.9309529,272679.439610865
1,116.6969206,5.9309529,262473.429458606
1,116.7069206,5.9309529,262397.684804786
1,116.7869206,5.9309529,261959.719762883
1,116.7969206,5.9309529,261926.017046843
1,125.0869206,5.9309529,474516.939873527
1,100.4069206,5.9209529,304956.334894254
1,100.4169206,5.9209529,305425.827650908
1,100.5469206,5.9209529,310729.966456999
1,102.0469206,5.9209529,405316.066094658
1,102.0569206,5.9209529,406100.949154251
1,102.1769206,5.9209529,415634.432784696
1,102.4369206,5.9209529,436965.742452845
1,102.4469206,5.9209529,437803.29264981
1,116.0769206,5.9209529,274185.933278633
1,116.0869206,5.9209529,273849.641679535
1,116.0969206,5.9209529,273517.425534312
1,116.1169206,5.9209529,272865.278966023
1,116.1269206,5.9209529,272545.377940372
1,116.1569206,5.9209529,271610.537808651
1,116.6869206,5.9209529,261445.005542019
1,116.6969206,5.9209529,261364.264090866
1,116.7869206,5.9209529,260848.361912479
1,125.0769206,5.9209529,473402.901003417
1,125.0869206,5.9209529,473404.994080816
1,125.2769206,5.9209529,473938.30133764
1,100.4169206,5.9109529,304383.820916624
1,100.4269206,5.9109529,304772.33204654
1,100.5469206,5.9109529,309705.887693925
1,102.0569206,5.9109529,405319.048327989
1,102.0669206,5.9109529,406106.962020068
1,102.1769206,5.9109529,414870.646128381
1,102.4369206,5.9109529,436239.627873798
1,102.4469206,5.9109529,437078.582462711
1,116.0969206,5.9109529,272456.379290029
1,116.1169206,5.9109529,271801.676620226
1,116.1269206,5.9109529,271480.517246817
1,116.1569206,5.9109529,270541.982817457
1,116.1669206,5.9109529,270237.50069896
1,116.1769206,5.9109529,269937.223670382
1,116.1869206,5.9109529,269641.165780366
1,116.1969206,5.9109529,269349.340941494
1,116.2069206,5.9109529,269061.762927349
1,116.6269206,5.9109529,260921.037700535
1,116.6369206,5.9109529,260811.888540241
1,116.6469206,5.9109529,260707.403240737
1,116.6569206,5.9109529,260607.587411686
1,116.6669206,5.9109529,260512.446420456
1,116.6769206,5.9109529,260421.985390699
1,116.6869206,5.9109529,260336.209200982
1,116.7869206,5.9109529,259737.009136596
1,116.7969206,5.9109529,259703.016901771
1,117.9169206,5.9109529,284617.61761153
1,117.9269206,5.9109529,285073.701573821
1,117.9369206,5.9109529,285533.357091188
1,125.0869206,5.9109529,472293.048312635
1,125.2569206,5.9109529,472727.127649783
1,125.2669206,5.9109529,472776.073723436
1,125.2769206,5.9109529,472827.617101117
1,100.4269206,5.9009529,303732.159835581
1,100.5469206,5.9009529,308682.416511823
1,102.0669206,5.9009529,405328.133365988
1,102.0769206,5.9009529,406119.065815216
1,102.1669206,5.9009529,413303.074864856
1,102.1769206,5.9009529,414108.434279856
1,102.4269206,5.9009529,434675.979492076
1,102.4369206,5.9009529,435515.139147428
1,116.0969206,5.9009529,271395.740378223
1,116.1169206,5.9009529,270738.462549908
1,116.1469206,5.9009529,269783.678836341
1,116.1569206,5.9009529,269473.778762955
1,116.2069206,5.9009529,267987.635376777
1,116.2169206,5.9009529,267703.176578788
1,116.2269206,5.9009529,267423.006576154
1,116.6069206,5.9009529,260048.031363793
1,116.6169206,5.9009529,259929.066693469
1,116.6269206,5.9009529,259814.773363625
1,116.7969206,5.9009529,258591.522641961
1,117.8869206,5.9009529,282252.652870129
1,117.8969206,5.9009529,282699.529998179
1,117.9069206,5.9009529,283150.038173188
1,117.9169206,5.9009529,283604.160091193
1,117.9369206,5.9009529,284523.175804226
1,117.9469206,5.9009529,284988.034862434
1,117.9569206,5.9009529,285456.438194745
1,117.9669206,5.9009529,285928.36838254
1,125.0769206,5.9009529,471178.999554903
1,125.0869206,5.9009529,471181.102569157
1,125.2469206,5.9009529,471569.753541956
1,100.4269206,5.8909529,302692.49757946
1,100.4369206,5.8909529,303087.241187887
1,100.5469206,5.8909529,307659.558974297
1,102.0769206,5.8909529,405343.320890515
1,102.0869206,5.8909529,406137.260086968
1,102.1669206,5.8909529,412540.949176743
1,102.4269206,5.8909529,433951.713927862
1,116.0969206,5.8909529,270335.513593301
1,116.1169206,5.8909529,269675.641347473
1,116.1369206,5.8909529,269032.406888792
1,116.1469206,5.8909529,268717.066287648
1,116.2269206,5.8909529,266346.90335721
1,116.2369206,5.8909529,266069.91557491
1,116.5969206,5.8909529,259066.97488705
1,116.6069206,5.8909529,258942.815917897
1,116.7969206,5.8909529,257480.032324216
1,116.8069206,5.8909529,257450.510298932
1,117.8769206,5.8909529,280790.20557851
1,117.8869206,5.8909529,281235.047651997
1,117.9669206,5.8909529,284923.948705774
1,117.9769206,5.8909529,285401.069016644
1,117.9869206,5.8909529,285881.687995152
1,117.9969206,5.8909529,286365.788025347
1,125.0769206,5.8909529,470067.048832683
1,125.2169206,5.8909529,470334.697342761
1,125.2269206,5.8909529,470373.429776073
1,125.2369206,5.8909529,470414.774811091
1,100.4369206,5.8809529,302049.458308602
1,100.4469206,5.8809529,302449.108268434
1,100.5469206,5.8809529,306637.321222199
1,102.0869206,5.8809529,405364.610307492
1,102.0969206,5.8809529,406161.544108313
1,102.1669206,5.8809529,411780.413371223
1,102.4169206,5.8809529,432388.307183842
1,102.4269206,5.8809529,433229.089003053
1,116.0869206,5.8809529,269613.167775878
1,116.0969206,5.8809529,269275.7038033
1,116.1069206,5.8809529,268942.381963451
1,116.1269206,5.8809529,268288.2262447
1,116.1369206,5.8809529,267967.42285125
1,116.2469206,5.8809529,264719.208602597
1,116.5869206,5.8809529,258080.060467151
1,116.5969206,5.8809529,257962.351199575
1,116.8069206,5.8809529,256338.895502972
1,117.8669206,5.8809529,279328.909268739
1,117.8769206,5.8809529,279771.693028859
1,117.9969206,5.8809529,285367.262850891
1,118.0069206,5.8809529,285856.53707091
1,125.0769206,5.8809529,468955.098111833
1,125.2169206,5.8809529,469223.384562841
1,125.2269206,5.8809529,469262.209254836
1,100.4469206,5.8709529,301413.236164579
1,100.5469206,5.8709529,305615.709474792
1,102.0969206,5.8709529,405392.000747043
1,102.1069206,5.8709529,406191.916878126
1,102.1569206,5.8709529,410213.012924413
1,102.1669206,5.8709529,411021.476273855
1,102.4169206,5.8709529,431665.91385441
1,116.0869206,5.8709529,268555.116434517
1,116.1269206,5.8709529,267224.908142079
1,116.2569206,5.8709529,263370.92257465
1,116.5169206,5.8709529,257913.752720896
1,116.5269206,5.8709529,257765.870086068
1,116.5369206,5.8709529,257622.668832119
1,116.5469206,5.8709529,257484.156769806
1,116.5569206,5.8709529,257350.341470661
1,116.5669206,5.8709529,257221.230264963
1,116.5769206,5.8709529,257095.831885248
1,116.5869206,5.8709529,256974.529180498
1,116.8069206,5.8709529,255227.283634571
1,117.8569206,5.8709529,277868.782334461
1,117.8669206,5.8709529,278309.484152207
1,117.9969206,5.8709529,284369.578913436
1,118.0069206,5.8709529,284860.574419076
1,118.0169206,5.8709529,285355.028109427
1,118.0269206,5.8709529,285852.922039019
1,125.0769206,5.8709529,467843.147392364
1,125.2269206,5.8709529,468150.992196288
1,100.4469206,5.8609529,300377.907648754
1,100.4569206,5.8609529,300783.87457038
1,100.5369206,5.8609529,304157.506778182
1,100.5469206,5.8609529,304594.730030946
1,102.1069206,5.8609529,405425.491063697
1,102.1169206,5.8609529,406228.377121398
1,102.1569206,5.8609529,409454.175603395
1,102.4169206,5.8609529,430945.176161704
1,116.0669206,5.8609529,268190.237659825
1,116.0769206,5.8609529,267841.801612248
1,116.0869206,5.8609529,267497.502080233
1,116.1169206,5.8609529,266489.581944211
1,116.2569206,5.8609529,262292.323345848
1,116.2669206,5.8609529,262025.095099317
1,116.2769206,5.8609529,261762.285005872
1,116.2869206,5.8609529,261503.90638623
1,116.2969206,5.8609529,261249.972388752
1,116.3069206,5.8609529,261000.495986346
1,116.5069206,5.8609529,256965.360603401
1,116.5169206,5.8609529,256812.148241077
1,116.5569206,5.8609529,256246.306055426
1,116.7969206,5.8609529,254145.585540577
1,116.8069206,5.8609529,254115.674732148
1,117.8569206,5.8609529,276848.439411635
1,118.0169206,5.8609529,284361.664228896
1,118.0269206,5.8609529,284861.302202859
1,118.0369206,5.8609529,285364.36831288
1,118.0469206,5.8609529,285870.844460695
1,118.0569206,5.8609529,286380.712553821
1,125.2269206,5.8609529,467039.778625144
1,100.4569206,5.8509529,299750.502988649
1,100.5369206,5.8509529,303135.68760799
1,102.1169206,5.8509529,405465.07983666
1,102.1469206,5.8509529,407886.867995986
1,102.1569206,5.8509529,408696.952414362
1,102.4069206,5.8509529,429382.261885201
1,102.4169206,5.8509529,430226.102426573
1,116.0569206,5.8509529,267489.769510609
1,116.0669206,5.8509529,267135.817788683
1,116.1069206,5.8509529,265761.504122717
1,116.1169206,5.8509529,265428.379577125
1,116.3069206,5.8509529,259916.796661568
1,116.3169206,5.8509529,259670.764317044
1,116.3269206,5.8509529,259429.231868034
1,116.4969206,5.8509529,256023.085694901
1,116.8069206,5.8509529,253004.068834796
1,117.8369206,5.8509529,274952.112043191
1,117.8469206,5.8509529,275388.577571835
1,118.0269206,5.8509529,283870.573463854
1,118.0369206,5.8509529,284375.400060995
1,118.0469206,5.8509529,284883.642351485
1,118.0569206,5.8509529,285395.282086847
1,118.0669206,5.8509529,285910.301027679
1,125.2169206,5.8509529,465889.464464127
1,100.4569206,5.8409529,298717.69532915
1,100.4669206,5.8409529,299130.034269674
1,100.5369206,5.8409529,302114.504538325
1,102.1169206,5.8409529,404703.395903823
1,102.1369206,5.8409529,406319.553560685
1,102.1469206,5.8409529,407129.752020186
1,102.1569206,5.8409529,407941.352345811
1,102.4169206,5.8409529,429508.701006312
1,116.0569206,5.8409529,266437.223433044
1,116.0669206,5.8409529,266081.86604625
1,116.1169206,5.8409529,264367.594131811
1,116.3269206,5.8409529,258343.719663966
1,116.3369206,5.8409529,258105.699154454
1,116.4869206,5.8409529,255086.996000399
1,116.4969206,5.8409529,254923.016279312
1,116.8069206,5.8409529,251892.465982301
1,116.8169206,5.8409529,251867.162051809
1,117.8169206,5.8409529,273065.103100396
1,117.8269206,5.8409529,273495.607377303
1,117.8369206,5.8409529,273929.917781797
1,118.0269206,5.8409529,282880.745184635
1,118.0569206,5.8409529,284410.78401823
1,118.0669206,5.8409529,284927.590524814
1,125.2169206,5.8409529,464778.163917597
1,100.4669206,5.8309529,298099.230555561
1,100.4969206,5.8309529,299361.738004856
1,100.5069206,5.8309529,299789.586971079
1,100.5369206,5.8309529,301093.964041342
1,101.9269206,5.8309529,388854.840580821
1,101.9369206,5.8309529,389635.16666574
1,101.9469206,5.8309529,390417.079290663
1,101.9569206,5.8309529,391200.568942138
1,101.9669206,5.8309529,391985.626163669
